ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_gps_tracking,action_screenshots,action_create_custom_field,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
1,0,0,31,13,0,78,0,1,0,0,0,0,0,43,,,,Nevada,39,7,5,1,0,64.935,No
14,0,0,75,335,0,4,0,0,0,0,0,0,142,76,,,,Australia,143,5,10,17,0,1003.054,No
2,0,0,19,15,0,12,0,0,4,0,0,0,0,10,,,,India,108,4,5,2,0,63.947,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,Georgia,0,0,1,1,0,12.987,Yes
33,0,0,50,86,2,0,1,1,0,28,2,0,0,9,2,2,1,Arizona,178,6,10,33,0,2106.377,No
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,Utah,0,0,1,2,0,25.974,Yes
28,3,0,114,58,0,47,1,0,0,5,0,0,0,50,1,1,,Florida,13,7,6,28,0,2181.816,No
10,0,0,34,9,1,5,1,0,0,0,1,0,0,0,,1,9,Georgia,39,7,9,10,0,790.764,No
1,0,0,10,20,0,0,0,0,8,0,0,0,0,4,,,,Pennsylvania,54,2,7,1,0,55.419,Yes
1,0,0,43,8,0,0,0,0,9,0,0,0,1,0,,,,California,0,0,7,1,0,77.922,No
6,0,0,33,15,0,0,0,0,0,7,0,0,0,9,,,25,Bahrain,151,7,7,6,0,228.527,No
4,0,0,21,345,0,10,0,0,4,0,0,0,0,0,2,2,,Australia,21,1,8,5,0,183.196,Yes
1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,Alabama,39,2,4,10,0,259.727,Yes
1,0,0,6,17,0,0,0,1,0,0,0,1,0,5,,,,Alabama,61,2,6,1,0,70.369,No
3,0,0,24,0,0,0,0,0,1,4,0,0,2,6,1,1,,India,1,2,3,3,0,116.883,Yes
1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Australia,0,0,2,5,0,52.026,Yes
6,0,1,2,0,0,0,0,0,0,0,0,0,1,0,,,,Illinois,178,6,7,6,0,358.137,No
2,0,0,18,8,1,0,0,0,2,0,0,0,1,14,,,,Germany,23,4,6,2,0,196.248,No
13,1,0,12,4,0,52,0,0,0,0,0,0,0,0,,,,United Kingdom,92,3,4,13,0,504.491,No
10,0,1,0,0,0,0,0,0,0,0,0,0,0,11,,1,,Brazil,73,7,4,20,0,1038.96,No
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Idaho,2,1,8,3,0,232.856,No
1,0,0,24,0,0,0,0,0,88,0,0,0,169,3,1,,2,Canada,1,8,6,1,0,77.922,No
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Netherlands,0,0,1,1,0,25.974,Yes
1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,,,California,6,7,6,1,0,77.922,No
1,3,0,104,196,0,0,0,0,1,0,0,0,0,151,,,,Oregon,122,5,9,1,0,295.763,No
1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,2,Australia,0,5,6,1,0,77.922,No
1,0,0,16,4,0,4,0,0,23,0,0,1,0,2,,1,,Alabama,10,7,6,1,0,77.922,No
2,0,0,3,0,0,0,0,0,4,2,0,0,0,5,1,2,,Netherlands,30,1,3,2,0,51.948,Yes
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Belgium,6,0,6,2,2,136.552,Yes
1,0,0,2,25,0,0,0,0,0,0,0,0,0,0,,,,Pennsylvania,8,6,6,1,0,77.922,No
3,1,0,5,9,0,0,0,0,0,7,0,0,0,0,,1,,California,29,1,6,4,0,221.936,No
20,0,0,9,3,1,0,0,0,0,0,0,0,0,0,,,,,30,2,13,20,0,1580.839,No
7,0,0,5,15,0,1,0,0,3,0,0,0,0,1,,1,,Finland,61,2,12,7,0,333.45,No
2,0,0,8,5,0,0,0,0,0,0,0,0,0,0,,1,,Philippines,28,6,5,2,0,129.87,No
11,0,0,4,12,0,0,1,0,0,0,0,0,0,0,,,,Alaska,12,0,3,12,0,393.471,Yes
1,0,0,13,0,0,0,0,0,21,0,0,0,1,0,,,,Dominican Republic,45,3,5,1,0,51.831,Yes
12,2,0,110,40,0,368,1,0,0,0,0,0,0,27,2,2,,Czechia,160,6,1,14,0,181.818,No
2,4,0,2,0,0,0,1,0,0,0,0,0,0,0,,3,,Alabama,15,3,4,2,0,259.74,Yes
15,0,0,27,0,1,107,0,0,0,3,0,0,0,7,,,,Poland,184,6,6,15,0,338.481,No
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Colorado,0,0,4,2,1,47.58,Yes
2,0,0,0,4,1,0,0,0,0,2,0,0,0,0,,,,Arizona,30,6,7,2,0,151.97,No
1,0,0,10,6,1,0,0,0,50,0,0,2,0,6,,,,Texas,181,6,6,1,0,58.591,No
2,5,0,17,0,0,0,1,0,0,14,0,0,0,25,5,2,57,New Zealand,16,2,3,7,0,280.488,Yes
1,0,0,11,19,1,4,0,0,7,0,0,0,2,5,1,1,18,Ukraine,6,5,6,1,0,77.922,No
4,0,0,4,16,0,0,0,0,0,7,0,0,0,0,,,,Florida,41,2,5,1,3,57.967,Yes
2,1,0,85,0,1,0,0,0,0,0,0,1,0,2,,2,,Florida,25,2,6,3,0,167.96,No
1,0,0,2,0,0,0,0,0,0,0,0,0,1,3,2,1,,Florida,0,6,5,1,0,64.935,Yes
2,0,0,36,3,0,0,1,0,0,0,0,0,6,0,,,,United Kingdom,8,2,3,2,0,77.922,Yes
2,0,0,4,0,0,0,0,0,6,0,0,0,1,0,,,,Mississippi,0,0,1,1,1,15.574,Yes
2,0,0,27,8,0,0,0,0,0,0,0,0,0,56,,1,,California,17,6,6,2,0,155.844,No
6,0,0,37,24,0,0,1,0,0,0,0,2,61,4,1,1,,Arizona,74,2,4,7,0,167.661,Yes
4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,1,,,Hawaii,31,1,4,7,0,172.367,Yes
3,0,1,5,0,0,0,0,0,1,0,0,0,0,3,1,1,,Mexico,0,2,7,4,0,282.893,No
9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Germany,108,6,3,4,6,202.41,No
1,0,0,106,22,1,0,0,0,0,0,0,0,0,0,1,1,,Canada,18,0,5,19,0,210.197,Yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,New Jersey,0,0,1,1,0,12.987,Yes
2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,,Florida,116,6,5,4,0,184.795,No
104,13,2,40,125,1,0,0,0,1,21,0,0,0,14,,,13,,189,6,17,85,22,3045.263,No
10,0,0,11,5,0,0,0,0,0,7,0,1,0,0,,,,Colorado,181,6,10,10,0,711.529,No
27,8,0,173,173,0,74,0,0,0,0,1,0,0,7,,,,Arizona,7,0,8,34,0,2648.425,No
1,10,0,8,0,0,0,0,0,0,7,1,0,0,0,1,,,Connecticut,84,2,9,1,0,349.934,No
1,0,0,3,0,0,0,0,0,12,0,0,0,0,4,,,,Brazil,34,6,5,1,0,64.935,No
6,2,0,60,65,0,0,0,5,187,0,0,0,1205,31,,,1,Brazil,92,6,12,6,0,339.313,No
1,0,0,10,10,0,26,0,0,22,0,0,0,23,4,,,,Australia,39,1,7,1,0,73.502,No
2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,,Arkansas,0,0,2,1,0,25.974,Yes
12,1,0,74,217,0,108,1,0,9,0,2,0,17,46,2,1,,France,163,5,9,12,0,546.663,No
1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois,2,1,2,1,0,25.974,Yes
3,0,0,47,0,0,12,0,0,0,0,0,0,0,0,,,,Australia,15,6,6,3,0,233.766,No
4,0,1,13,0,0,0,1,0,0,0,0,0,0,0,3,2,,Australia,130,6,8,5,0,297.531,No
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,3,,Florida,0,6,6,2,0,155.844,No
3,0,0,1,10,0,0,0,0,0,1,0,0,0,0,,1,,Australia,1,6,6,3,0,233.766,No
1,0,0,3,22,0,0,1,0,2,0,0,0,0,0,,,,Romania,177,6,5,1,0,64.935,No
1,0,0,21,3,0,0,0,1,0,0,0,0,0,13,1,1,,Tennessee,2,2,3,1,0,38.961,Yes
12,1,0,169,0,0,0,0,0,0,1,1,0,0,0,,,,Brazil,35,2,2,12,0,311.688,Yes
5,1,0,44,23,1,27,1,0,0,0,1,1,15,79,,2,2,Australia,18,6,5,6,0,389.61,No
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,Sweden,0,0,7,2,0,155.831,No
5,0,0,10,0,0,0,0,0,0,7,0,0,0,14,,,1,Ohio,3,0,2,5,0,62.283,Yes
5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,,,,France,14,6,6,2,3,202.41,No
6,0,2,21,1,0,0,1,0,3,0,0,0,0,2,1,1,,California,55,2,5,13,0,570.453,No
20,1,0,89,7,3,151,1,2,0,33,1,0,0,9,,,42,Hungary,158,6,10,20,0,588.315,No
1,0,0,4,6,0,0,0,0,2,0,0,1,0,22,,,,District of Columbia,29,6,6,1,0,59.475,No
1,0,0,1,0,0,0,0,0,39,0,0,0,4,0,,1,,Texas,95,6,6,1,0,66.222,Yes
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,Massachusetts,0,0,2,3,0,38.948,No
69,2,3,35,75,0,0,0,0,0,0,0,0,57,70,,,1,Belgium,185,6,13,73,0,2250.482,No
10,0,0,39,1,1,0,0,0,0,0,0,0,0,17,,2,,Australia,182,6,11,10,1,661.492,No
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,Ohio,2,0,1,2,0,25.974,Yes
6,16,0,24,3,0,0,0,1,1,0,0,0,0,2,,,,Bulgaria,0,0,10,22,0,1531.777,No
2,0,0,4,0,0,0,1,0,10,13,0,0,0,8,1,2,,Indonesia,10,3,4,2,0,103.896,Yes
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Philippines,181,6,7,3,0,155.818,No
1,0,1,7,0,0,0,0,0,3,0,0,0,0,7,2,2,,Netherlands,0,2,3,2,0,77.922,Yes
0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,,,,Belgium,30,1,4,1,0,60.905,Yes
1,0,0,2,0,0,0,0,0,1,0,0,0,0,4,1,1,,New Jersey,0,0,1,1,0,12.987,Yes
1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,,Canada,0,0,1,1,0,12.987,Yes
7,0,1,2,15,0,0,0,0,0,13,0,0,0,0,,,,Kentucky,14,0,8,8,0,605.657,No
10,0,0,34,87,0,83,0,0,0,0,0,0,56,0,,1,,Arkansas,40,1,10,10,0,725.192,No
7,0,0,56,29,0,0,0,0,0,0,0,0,0,0,,2,,Arizona,71,2,8,7,0,455.455,No
1,1,0,1,9,0,0,0,0,0,0,0,0,0,0,,,,California,30,6,7,1,0,155.844,No
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Canada,9,4,5,4,0,259.74,No
2,0,0,1,0,0,0,1,1,6,8,0,1,2,7,2,2,8,Italy,16,0,1,1,1,15.574,Yes
7,1,0,70,6,0,0,0,0,0,4,2,0,1,7,1,,6,New Zealand,64,5,4,7,0,363.636,No
7,0,0,32,13,0,0,0,0,0,0,0,0,0,20,,1,,Spain,37,4,8,7,0,386.373,No
2,0,0,3,0,0,0,0,1,1,0,0,2,0,0,,,,Pennsylvania,0,0,2,2,0,25.584,Yes
2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,,Canada,0,1,2,2,0,51.948,No
4,0,0,11,0,0,0,0,0,0,0,3,0,0,3,1,1,,Oregon,7,1,5,4,0,108.55,Yes
24,1,0,0,2,0,18,0,0,0,0,0,0,0,0,,,,Alabama,120,6,10,24,0,1706.146,No
23,15,0,1,2,0,0,0,0,0,0,0,0,0,0,,,,Illinois,48,1,17,1,27,281.307,Yes
3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,,1,,California,78,6,3,3,0,116.883,No
1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,,Oregon,0,1,2,1,0,25.974,Yes
6,1,0,5,10,4,2,0,0,6,0,2,1,0,2,,,,California,152,6,10,6,0,322.595,No
7,2,0,2,12,0,10,0,0,0,1,3,0,0,0,1,1,2,Egypt,4,1,7,7,0,530.374,No
16,1,0,25,17,10,0,0,9,0,12,1,0,3,72,2,2,5,Austria,189,6,12,16,0,792.181,No
2,0,0,55,57,0,0,0,0,0,0,0,0,43,0,,,,Pennsylvania,30,6,7,2,0,155.844,No
1,0,0,10,3,0,0,0,0,0,0,0,0,0,3,,,,Argentina,144,5,3,1,0,18.902,No
1,0,0,3,0,0,0,0,0,10,0,0,0,13,0,,,,Massachusetts,64,6,4,1,0,51.948,No
15,0,0,13,1,0,0,0,0,0,1,0,0,0,0,1,1,,Australia,67,2,5,22,0,854.503,No
5,0,0,70,38,0,0,1,0,9,0,0,0,75,40,1,,,New York,7,5,8,5,0,271.349,No
8,0,0,7,46,1,4,1,0,2,0,1,0,0,0,,,,South Africa,161,5,10,8,0,282.048,No
3,1,0,3,0,0,0,1,0,1,0,0,0,0,0,,2,,Alabama,9,1,2,3,0,77.922,Yes
8,0,0,39,15,1,61,1,0,0,10,1,0,0,39,,,1,Germany,11,3,7,8,0,578.227,No
12,0,0,5,0,1,0,0,0,5,0,0,0,4,0,,,,Colorado,33,1,5,3,9,122.46,Yes
2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,New Zealand,30,5,7,2,0,155.844,No
1,0,0,5,20,0,1,0,0,13,0,0,0,13,0,,,6,California,0,6,6,1,0,77.922,No
1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,1,2,,Florida,75,6,3,2,0,77.922,No
5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Philippines,153,6,6,5,0,237.354,No
1,0,0,15,0,0,0,0,0,0,0,0,0,7,0,,1,,Germany,81,6,3,1,0,38.961,No
1,0,0,15,13,0,0,0,0,0,0,0,0,0,0,,,,El Salvador,2,2,3,1,0,38.961,Yes
14,0,0,110,6,0,1,1,0,12,2,1,0,3,93,,2,10,Poland,16,6,5,15,0,974.025,No
1,0,0,55,2,1,0,0,0,2,0,0,0,6,62,,1,,Germany,13,5,1,1,0,12.987,No
4,0,0,3,0,0,1,0,0,0,5,0,0,0,0,1,3,,Australia,61,6,7,5,0,362.037,No
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,India,4,0,2,2,0,25.961,No
18,2,0,131,9,1,0,0,3,0,4,0,0,0,86,,,32,Germany,86,3,6,19,0,818.168,No
6,0,0,68,2,0,132,0,1,0,0,0,0,0,4,,2,20,Poland,99,6,3,6,0,233.766,No
9,1,0,101,0,0,7,0,2,0,7,0,0,0,5,,2,20,Poland,127,5,5,9,0,311.688,No
23,0,0,203,13,12,6,1,2,0,9,2,0,0,21,2,2,20,Lithuania,140,5,7,23,0,760.721,No
15,0,0,69,5,0,5,0,3,0,12,0,0,0,6,2,2,24,Germany,182,6,4,15,0,539.994,No
7,0,0,73,3,1,305,0,0,1,0,3,0,0,4,,,,Germany,131,5,5,7,0,121.654,No
2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,1,,Mexico,0,6,6,2,0,155.844,No
3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,Canada,30,6,9,5,0,375.271,No
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,El Salvador,30,1,3,4,0,100.854,Yes
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,181,6,8,3,0,380.237,No
1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,,1,,North Carolina,2,6,6,1,0,77.922,No
21,1,1,53,0,3,0,0,0,0,0,0,0,0,0,,,,Spain,120,6,7,22,0,857.766,No
2,0,0,5,45,0,0,0,0,0,9,0,0,0,0,1,,,United Kingdom,106,4,8,2,0,682.734,No
1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,,Pakistan,0,0,1,1,0,12.987,Yes
1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Alabama,28,6,5,2,0,129.87,No
1,0,0,20,0,0,0,0,0,0,0,0,0,0,26,,,,Australia,32,3,5,1,0,51.948,Yes
1,0,0,5,0,0,0,0,0,0,0,0,0,0,11,,,,Pennsylvania,1,0,1,1,0,12.987,Yes
4,0,0,25,7,0,4,0,0,0,0,0,0,0,0,1,1,,Belgium,23,6,5,4,0,259.74,No
6,0,0,37,0,0,0,0,0,0,0,1,0,0,141,,,,United Kingdom,33,6,5,6,0,389.61,No
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida,6,0,1,1,0,12.987,Yes
7,1,1,7,20,0,1,0,0,0,0,0,0,2,2,1,1,,Poland,22,2,6,7,1,440.375,No
10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,Kentucky,16,1,9,10,0,570.401,No
5,1,0,29,67,0,31,0,0,0,0,0,0,0,10,,,,Colorado,68,4,3,5,0,194.805,Yes
1,0,0,9,0,0,0,0,0,0,0,0,0,0,2,2,2,,Canada,0,0,1,1,0,12.987,Yes
5,0,0,5,0,0,0,0,0,0,11,0,0,0,0,,,4,United Kingdom,0,0,6,6,0,311.558,Yes
1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,,,,Bulgaria,0,6,6,1,0,77.922,No
1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,India,0,0,1,1,0,12.987,Yes
6,0,0,49,16,0,3,0,0,2,3,1,0,17,1,,1,,Germany,30,6,7,6,0,464.165,No
1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,,,,Virginia,0,0,1,1,0,12.987,Yes
4,3,0,11,64,0,0,1,0,14,0,0,0,18,0,1,3,,Connecticut,61,6,4,4,0,207.792,No
5,0,0,27,0,0,89,1,0,0,0,0,1,0,28,,,,Texas,63,6,4,5,0,259.74,No
6,0,0,13,0,1,0,1,0,0,0,0,0,0,28,1,,,Belgium,13,5,5,6,0,389.61,No
5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,,1,,United Kingdom,5,4,5,5,0,324.675,No
1,0,0,10,17,0,16,0,0,0,0,0,0,0,0,,,,Arizona,0,5,6,1,0,77.922,No
3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina,30,2,4,3,0,112.515,Yes
1,0,0,7,0,1,0,1,0,0,0,0,0,0,5,1,1,,Poland,11,6,5,1,0,64.935,No
13,0,0,1,18,0,0,0,0,0,15,0,0,0,0,1,,,California,158,6,6,13,0,845.156,No
4,0,0,5,18,2,5,0,0,0,5,0,0,4,0,,1,,Hungary,144,5,2,4,0,50.167,No
1,0,0,3,0,0,0,0,0,18,0,0,0,6,0,,,,Alabama,9,0,6,1,0,64.532,No
8,0,0,81,4,8,0,0,0,0,7,1,0,0,0,1,,,France,151,6,6,8,0,214.409,No
1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,Australia,73,3,3,1,0,77.376,Yes
8,1,0,12,17,0,0,0,1,3,0,0,0,0,0,,,10,Canada,139,6,1,9,0,116.883,No
7,4,1,142,18,0,0,0,0,0,1,0,0,0,4,,1,,New Zealand,61,2,13,9,0,464.906,No
1,0,0,4,0,0,0,1,0,21,0,0,0,0,0,,,,Idaho,26,5,5,1,0,64.935,No
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,New York,163,6,2,1,0,12.987,No
1,0,0,6,2,0,0,0,0,12,0,0,0,1,0,,1,,United Kingdom,0,1,2,1,0,25.974,Yes
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,1,,India,21,1,1,2,0,25.974,Yes
13,1,0,215,152,0,175,1,0,1,0,0,0,158,0,,2,5,Croatia,123,6,7,13,0,967.421,No
2,0,0,1,0,0,0,0,0,6,0,0,0,2,7,,,,Russia,0,0,2,2,0,25.974,Yes
16,0,0,2,2,0,0,0,0,0,5,0,0,0,0,1,,2,Alabama,0,0,1,16,0,207.792,Yes
1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,,,Colorado,44,2,1,1,0,12.987,Yes
9,1,0,79,25,0,28,0,0,41,2,0,0,0,146,,,,Delaware,22,1,7,9,0,542.061,No
1,0,0,2,0,0,0,0,0,4,0,0,0,1,10,,2,,Canada,29,4,4,1,0,51.948,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,Alaska,1,0,3,1,0,25.805,Yes
2,0,0,14,0,0,0,0,0,0,7,0,0,1,4,,,,Australia,45,6,6,2,0,121.121,No
3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,,,,Germany,30,1,6,4,0,216.853,Yes
2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,1,,Michigan,0,5,6,2,0,155.844,No
0,0,0,14,12,0,0,1,0,0,0,0,0,12,0,,1,,Canada,0,1,2,6,0,181.818,Yes
2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,1,,Pakistan,0,0,1,2,0,25.974,Yes
55,3,0,69,113,6,500,0,0,0,29,0,0,0,4,,,10,Austria,51,2,14,57,0,3293.42,No
10,2,7,33,5,2,0,0,0,48,2,0,0,2,0,1,1,,,16,6,5,18,0,1168.83,No
3,4,0,24,0,0,1,0,0,0,0,0,0,0,0,,,,Georgia,173,6,8,3,0,117.585,No
4,0,0,5,27,3,0,0,0,0,4,1,0,0,0,,,,Australia,6,1,2,3,0,77.922,Yes
1,1,0,5,0,0,0,0,0,0,0,0,0,2,3,1,1,,United Kingdom,0,0,1,3,0,38.961,Yes
1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,12,California,9,5,5,1,0,64.935,No
2,0,0,8,9,0,0,0,0,0,0,0,0,0,13,,,5,Poland,7,1,6,2,0,145.691,No
47,1,0,20,28,0,50,0,3,0,9,1,0,0,11,,,8,France,147,5,3,47,0,1150.409,No
3,0,0,80,18,0,0,0,0,0,0,0,0,0,54,,,,Denmark,112,6,2,3,0,77.922,No
2,0,0,1,0,0,0,0,0,0,3,0,0,1,5,,1,,Colombia,1,0,1,2,0,25.974,Yes
4,0,0,14,16,0,0,1,0,0,0,0,0,0,16,,,,Netherlands,16,6,5,4,0,259.74,No
18,0,0,1,10,0,0,1,0,0,0,0,0,0,0,,1,,Colorado,158,6,2,18,0,415.584,No
4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,30,5,4,6,0,259.74,No
8,0,1,64,0,0,0,0,0,0,0,1,0,14,0,1,1,,Egypt,40,6,4,9,0,467.532,No
20,0,0,12,63,1,0,0,0,0,4,0,0,0,0,1,2,4,Canada,161,6,7,20,0,1090.856,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,Minnesota,0,0,1,1,0,12.987,Yes
6,1,0,4,0,0,0,0,0,2,5,0,0,0,0,1,,,Florida,30,6,10,7,7,541.554,No
1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado,0,4,5,3,0,194.805,Yes
1,0,0,0,0,0,0,0,0,12,0,0,0,17,0,,,,Arizona,106,4,6,1,0,51.246,No
6,0,0,35,38,2,0,0,0,61,0,1,1,0,4,,2,,Indonesia,33,1,7,6,0,306.618,No
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Germany,30,6,6,1,21,336.57,No
2,0,0,3,0,0,0,1,0,0,0,1,0,0,2,1,1,,Texas,147,5,2,2,0,25.948,No
2,0,5,42,8,0,0,0,0,0,7,0,0,3,28,2,2,7,New Zealand,136,6,1,7,0,25.974,No
2,0,0,10,1,0,14,0,0,0,19,0,0,0,10,,,,Maryland,127,6,4,2,0,63.804,No
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Lithuania,0,5,5,1,0,64.935,No
3,0,0,49,33,0,11,0,0,1,0,0,0,0,0,,1,,Belgium,143,5,1,3,0,38.961,No
1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,3,Australia,34,6,4,1,0,51.948,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,0,0,1,1,0,12.987,Yes
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,,,Colorado,69,3,5,1,0,38.948,Yes
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Malaysia,30,6,6,2,0,129.87,No
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,California,0,4,5,1,0,64.935,No
2,0,0,91,0,0,0,1,0,0,0,0,0,0,0,1,,,Georgia,3,7,5,2,0,129.87,No
2,4,0,2,0,0,0,0,0,0,6,0,0,0,0,1,1,,Minnesota,100,4,5,5,1,180.388,No
1,4,0,2,3,0,0,0,0,0,0,0,0,0,0,,,,California,89,3,3,1,0,129.87,No
1,0,0,4,0,0,0,0,0,11,0,0,0,0,0,,,,Kansas,0,6,5,1,0,64.935,No
2,0,0,46,0,0,0,0,0,2,0,0,0,0,0,1,1,,Ireland,61,6,6,2,0,106.431,No
22,0,0,144,29,0,0,0,0,2,0,0,0,0,69,,,,France,130,6,3,22,0,571.363,No
3,2,0,11,83,0,0,1,0,0,0,0,0,4,5,,,3,Portugal,169,6,6,3,0,344.162,No
2,0,0,0,1,0,0,0,0,24,0,0,0,0,0,,,,United Kingdom,78,6,3,2,0,77.922,No
4,0,1,14,0,0,0,0,0,0,0,0,0,0,1,1,1,,Hungary,0,0,7,5,0,316.94,No
2,0,0,6,4,0,0,0,0,0,0,0,0,0,2,1,1,,Florida,0,1,2,2,0,51.948,Yes
43,1,1,1923,1036,0,486,0,2,0,0,0,0,0,2,,,13,Colorado,29,1,14,44,0,1935.18,No
7,2,0,652,173,0,3,0,24,996,5,1,0,544,19,,,3,Florida,13,1,9,7,0,562.731,No
7,3,0,36,58,0,71,0,0,0,0,0,0,0,0,2,2,,California,15,6,5,11,0,714.285,No
5,0,0,147,2,0,0,0,0,0,13,0,0,0,0,1,,,Brazil,0,6,5,6,0,389.61,No
5,0,0,0,28,0,0,0,0,2,0,0,0,0,0,,,1,Georgia,30,1,7,5,0,202.878,No
2,1,0,15,0,0,0,1,0,3,0,0,0,0,0,2,2,,Oklahoma,18,6,5,1,2,90.805,No
1,0,1,8,0,0,0,0,0,0,3,0,0,0,0,1,3,,North Carolina,0,2,3,4,0,155.844,Yes
1,0,0,0,22,0,0,0,0,1,0,0,0,0,0,,,,United Kingdom,47,6,4,1,0,51.948,No
2,0,0,6,7,0,0,0,0,4,0,0,0,0,0,,,,Florida,174,6,5,2,0,64.935,No
0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,,,United Kingdom,5,1,2,3,0,37.401,Yes
2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,1,1,,Ukraine,0,0,1,2,0,25.974,Yes
2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,,,Louisiana,37,2,1,3,0,38.961,Yes
8,0,0,43,6,0,273,1,1,0,2,0,0,143,59,1,1,,Arkansas,16,1,7,8,0,429.52,No
2,0,0,2,0,1,0,1,0,0,21,0,0,0,3,6,4,,Philippines,1,0,3,2,1,28.548,Yes
2,0,0,8,3,0,0,0,0,0,0,0,0,0,0,,,,Australia,2,0,1,1,0,12.987,Yes
8,0,0,329,87,0,79,0,0,0,0,0,0,41,7,,,,United Kingdom,137,5,1,8,0,103.896,No
1,0,0,14,5,1,0,0,2,2,0,0,0,0,37,,,,Netherlands,0,0,1,1,0,12.987,Yes
5,0,0,62,110,0,81,0,0,2,0,1,0,0,3,,1,,Norway,32,5,6,5,0,324.623,No
1,0,0,12,9,0,0,1,0,1,0,0,0,18,0,1,1,,Israel,63,2,3,1,0,35.061,No
