ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_gps_tracking,action_screenshots,action_create_custom_field,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,California,31,1,10,12,0,879.047,Yes
1,0,0,1,2,1,0,0,0,14,0,0,0,4,0,,,,New Jersey,84,3,4,1,0,36.309,Yes
1,0,0,2,0,0,0,1,2,2,2,0,0,0,6,,2,,Arkansas,138,4,1,1,0,12.987,Yes
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,Ohio,2,9,9,1,0,116.883,No
0,0,0,100,100,1,0,0,0,0,0,0,0,110,0,2,,,Australia,253,8,10,1,0,718.926,No
1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,France,43,3,8,1,0,71.396,Yes
1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,,1,,Brazil,18,0,2,2,0,38.961,Yes
2,5,0,12,6,0,0,1,1,11,0,1,0,11,18,3,3,6,Egypt,224,7,10,2,0,445.107,Yes
1,0,0,48,0,0,15,0,0,115,0,0,0,114,0,1,,,Alabama,1,9,9,1,0,116.883,No
6,1,0,14,60,1,0,0,0,23,16,2,0,0,30,,,5,Bulgaria,125,4,14,6,0,572.026,No
18,1,0,10,50,1,0,0,0,0,4,3,0,0,0,,,,Brazil,93,4,11,1,17,373.893,Yes
2,0,0,15,2,1,0,0,0,1,0,0,0,3,12,,1,,New Zealand,0,8,10,2,0,110.37,No
1,0,0,31,5,0,0,0,0,0,0,0,0,0,0,1,1,,Ukraine,0,1,2,1,0,25.974,Yes
24,6,0,17,5,1,290,0,0,0,2,0,0,0,4,,,,Brazil,80,2,11,30,0,3037.151,No
1,0,0,5,0,0,0,0,0,26,0,0,0,0,0,,,,Lithuania,91,3,3,1,0,40.248,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,0,2,3,1,0,38.961,Yes
11,1,0,30,17,0,28,0,0,0,0,0,0,28,41,,,6,Belgium,258,8,8,11,0,908.778,No
5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,,,,United Kingdom,160,5,3,6,0,75.764,Yes
7,0,1,8,0,0,0,0,1,2,0,0,0,0,4,1,1,,California,212,9,11,8,0,458.302,No
2,0,0,14,0,0,0,0,0,0,0,0,2,0,4,2,2,,California,62,9,12,5,0,557.037,No
6,3,1,7,0,2,0,0,0,0,0,0,0,0,1,,1,,,40,1,5,8,0,252.616,Yes
11,0,0,175,20,0,72,1,0,8,3,0,0,11,167,,2,5,United Kingdom,273,9,8,11,0,1195.597,No
0,0,0,0,2,0,0,0,1,3,0,0,0,2,0,,,,Indiana,1,0,3,1,0,25.831,Yes
1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,1,,,67,3,2,2,0,51.948,Yes
1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,,1,,Texas,81,3,1,1,0,12.987,Yes
9,61,0,29,51,0,0,0,0,95,78,8,2,1,1,,2,1,Alabama,172,6,7,9,0,2890.394,No
11,2,0,41,75,0,177,0,2,0,0,0,0,0,145,,,,Australia,257,9,9,11,0,1287.819,No
1,0,0,82,19,0,0,0,0,0,0,0,0,0,11,1,1,65,Netherlands,46,9,7,1,0,90.909,No
2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,1,4,Alabama,243,9,9,2,0,312.637,No
1,0,0,12,1,0,50,0,0,0,0,0,0,0,0,,1,,United Kingdom,1,9,9,1,0,116.883,No
2,0,0,1,0,0,0,0,0,0,8,0,0,0,0,,2,,Mexico,0,2,3,2,0,77.922,Yes
2,0,0,38,0,0,0,0,0,0,0,0,0,254,0,1,1,,Malaysia,62,8,7,2,0,181.818,No
1,0,0,20,0,0,0,1,0,0,0,0,0,0,1,,,,Belgium,250,8,1,1,0,12.987,No
8,1,0,45,129,0,59,0,5,7,10,0,0,327,65,2,,,Arizona,31,9,10,9,0,1015.898,No
15,5,0,139,21,0,1,0,0,0,0,0,0,0,0,,,10,Germany,59,9,10,15,0,1357.486,No
1,0,0,36,17,0,0,0,0,0,0,0,0,0,4,,,,United Kingdom,77,10,6,1,0,77.922,No
1,0,0,3,0,0,0,0,0,7,0,0,0,0,0,,1,,Poland,0,9,9,1,0,116.883,No
1,0,0,9,41,0,0,0,0,0,0,0,0,4,2,1,1,,Arizona,28,7,7,1,0,90.909,Yes
1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,2,,,United Kingdom,14,9,8,1,0,103.896,No
2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,India,20,9,8,2,0,207.792,No
21,0,0,24,17,1,0,0,0,0,0,0,0,0,1,,1,,India,0,0,6,21,0,707.642,Yes
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,93,9,10,3,0,323.804,No
2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,,,,Austria,69,3,2,2,1,57.122,Yes
16,0,1,48,34,0,201,0,0,1,15,2,0,0,35,,,,Canada,138,5,9,17,0,852.436,No
1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,2,2,,South Africa,22,1,1,1,0,12.987,Yes
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Colombia,0,3,4,2,0,103.896,Yes
2,1,0,2,37,0,11,0,0,4,0,0,0,0,0,2,1,,Arizona,143,5,9,2,0,151.957,No
8,5,1,53,8,0,63,0,0,0,0,0,0,0,6,,1,,,135,9,12,13,0,1214.772,No
1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,1,,Mississippi,141,9,4,1,0,51.948,No
1,0,0,24,1,0,0,0,0,0,0,0,0,0,18,,1,,Norway,151,5,5,1,0,43.966,Yes
1,0,0,5,14,0,0,1,0,0,0,0,0,39,0,2,2,,United Kingdom,32,1,9,1,0,104.598,No
8,1,2,127,6,0,5,1,0,0,0,0,0,0,0,2,2,,Ireland,215,8,2,10,0,259.74,No
4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1,,Florida,45,9,11,4,0,443.547,No
36,2,0,115,77,0,30,1,0,1,6,0,0,0,11,,1,,Mexico,76,3,18,38,0,2408.796,No
2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,,Connecticut,9,2,3,2,0,77.922,Yes
3,0,0,8,0,0,0,0,0,0,2,1,0,0,0,,,,Michigan,3,3,4,4,0,155.844,Yes
5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,2,1,,Iceland,279,9,10,5,0,230.516,No
3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,,1,2,Texas,0,0,3,3,0,77.909,Yes
1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,,,,Australia,205,7,2,1,0,19.474,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,India,33,2,2,1,0,25.974,Yes
0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,,Austria,197,8,2,1,0,25.974,No
2,0,0,159,41,0,82,0,0,1,0,1,1,0,48,,,,United Kingdom,92,9,11,2,0,213.928,No
5,4,0,0,5,8,0,0,0,0,0,0,0,0,0,,1,,Armenia,220,8,4,5,0,135.85,No
1,0,0,24,0,0,0,1,0,0,0,0,0,0,0,,2,1,Washington,21,9,8,1,0,103.896,No
3,0,0,13,0,0,0,0,0,0,4,1,0,0,0,,,,Florida,28,4,4,3,0,155.844,Yes
8,0,0,4,19,0,0,0,0,0,0,0,0,0,0,,,,Arizona,212,9,13,8,0,833.95,No
8,0,0,255,391,0,0,1,0,304,0,0,0,82,52,,3,,Greece,263,9,10,9,1,709.787,No
2,0,0,18,2,0,0,1,0,0,0,0,0,0,0,,,,California,38,1,4,2,0,64.766,Yes
3,0,0,6,1,0,0,0,0,0,0,0,0,0,0,4,1,2,Austria,0,9,9,3,0,350.649,No
7,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,,Poland,31,5,7,7,0,545.454,Yes
16,3,0,109,69,0,0,0,0,7,0,3,0,4,89,,,2,Azerbaijan,252,9,8,19,0,669.812,No
7,1,0,37,0,0,0,0,0,0,0,1,0,0,0,,,,Arizona,1,0,6,7,0,454.545,Yes
6,0,0,0,21,0,0,1,0,0,0,0,0,0,0,,,,Arizona,9,9,8,6,0,623.376,No
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,,,Vermont,7,4,5,1,0,64.935,Yes
3,0,0,9,0,2,1,0,0,12,0,0,0,0,0,,,,Egypt,204,7,4,3,0,77.909,No
4,0,0,1,8,0,0,0,0,2,0,0,0,0,0,,,,Italy,38,1,3,4,0,100.555,Yes
1,0,0,28,12,0,0,0,0,82,0,0,0,2,0,,1,,Oregon,0,9,8,1,0,103.896,No
5,2,0,24,0,0,0,0,0,0,0,0,1,0,0,1,1,,Colorado,0,0,9,6,0,617.539,No
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Wisconsin,0,9,8,1,0,103.896,No
2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,2,,India,231,9,1,2,0,25.974,No
3,0,0,9,87,0,0,0,0,2,0,1,0,0,0,1,1,,Georgia,7,9,8,3,0,333.463,No
1,0,0,3,0,0,0,0,0,7,0,0,0,7,0,,,,North Carolina,33,6,8,1,0,90.298,Yes
17,2,1,37,36,2,115,0,0,0,0,0,0,0,109,,,11,Brazil,243,8,14,18,0,904.176,No
1,1,0,7,8,0,0,1,0,0,5,5,0,0,12,,2,2,Germany,280,9,8,1,0,207.792,No
10,0,0,60,10,0,49,0,0,0,0,0,0,0,0,,,,California,122,5,15,11,0,710.372,No
2,0,1,3,0,4,0,0,0,0,9,0,0,0,0,,1,,Austria,31,8,9,3,0,195.858,No
3,1,0,546,148,0,38,0,0,0,14,0,0,0,2,,,21,Australia,247,8,9,2,1,291.915,No
7,2,0,30,0,0,0,0,0,0,3,0,0,0,0,,1,,California,209,9,7,7,0,230.789,No
1,0,0,19,0,0,0,0,0,30,0,0,0,38,41,,,,California,5,9,8,1,0,103.896,No
2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,1,,Georgia,0,0,2,2,0,25.974,Yes
1,0,0,57,6,0,112,1,0,364,0,0,0,146,107,1,1,,Florida,6,9,8,1,0,103.896,No
3,0,0,12,1,0,0,0,0,5,0,0,0,0,7,,,,Canada,0,2,4,3,0,214.006,Yes
3,0,1,23,0,0,0,0,0,4,0,1,0,4,1,,,,District of Columbia,0,1,2,4,0,103.896,Yes
2,0,0,18,1,0,7,0,0,0,0,0,0,0,0,1,1,,California,38,5,4,2,0,103.896,Yes
51,1,2,59,69,0,2,1,0,0,0,2,0,0,0,,,20,Brazil,235,8,11,53,0,2605.759,No
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Nigeria,17,2,2,7,0,181.818,Yes
1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,,,,Australia,0,1,2,1,0,25.974,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,Florida,0,9,8,1,0,103.896,No
6,0,0,2,5,0,0,0,0,0,0,1,0,0,2,1,1,,Egypt,15,2,2,6,0,155.844,Yes
1,0,0,23,3,0,0,0,0,0,0,2,0,0,1,2,2,4,Jordan,31,1,3,7,0,158.769,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois,0,9,8,1,0,103.896,No
9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,,Florida,44,2,4,9,0,199.732,Yes
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Vietnam,0,0,1,1,0,12.987,Yes
4,0,0,17,30,2,0,0,0,1,0,0,0,0,5,,1,,Spain,149,9,3,4,0,155.844,No
16,1,0,2,70,1,83,1,0,0,0,0,0,0,2,,,,Bulgaria,257,9,17,16,0,923.871,No
2,0,0,12,44,1,29,0,0,16,0,0,0,0,5,2,,,Illinois,252,9,2,2,0,96.72,No
4,1,0,44,315,0,4,0,0,87,5,0,0,0,0,,,3,Canada,31,1,10,4,0,435.851,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,Arizona,0,0,1,1,0,12.987,Yes
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Iraq,63,3,2,1,0,25.974,Yes
2,0,0,94,38,0,58,0,0,0,0,0,0,0,12,,,66,Florida,17,7,7,1,0,89.232,No
6,0,0,8,2,0,0,0,0,0,5,0,0,0,4,,1,,Colombia,9,1,11,6,0,602.03,No
1,0,0,14,0,0,0,0,0,13,0,0,0,25,0,,,,Canada,58,9,8,1,0,90.649,No
1,0,0,4,8,0,0,0,0,6,0,0,0,0,0,,,,California,149,6,2,1,0,25.974,Yes
6,0,0,28,22,1,0,1,0,0,0,0,0,0,64,,,,Australia,223,8,12,6,0,470.106,No
2,0,0,31,20,0,37,0,0,0,0,0,0,0,30,,,,Australia,181,9,10,2,0,133.393,No
1,0,0,17,8,0,0,0,0,0,0,0,0,0,2,1,,,United Kingdom,0,4,5,1,0,64.935,Yes
1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,1,,Russia,12,8,4,1,0,51.948,No
12,0,1,18,10,0,0,0,0,0,3,1,0,0,5,,,,Sweden,9,1,11,13,0,1170.832,No
1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,,Iceland,0,8,8,1,0,103.896,No
1,0,0,2,2,0,0,0,0,28,0,0,0,0,0,,,,Texas,215,9,6,1,0,62.673,No
1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,,1,,California,0,1,2,2,0,51.948,Yes
2,0,0,1,0,0,0,1,0,18,0,0,0,0,6,,1,,Indiana,0,9,8,2,0,207.792,No
2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,,2,,France,0,9,8,2,0,207.792,No
7,1,0,93,229,0,37,0,0,0,0,0,0,62,12,,,1,Poland,237,9,8,7,0,589.563,No
3,0,0,7,0,0,0,0,0,0,10,0,0,0,0,1,1,,Germany,29,1,9,3,0,313.638,No
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Austria,4,0,9,3,0,310.362,No
7,0,0,95,50,0,75,0,0,4,0,13,0,0,41,,,,Colorado,49,8,11,7,0,706.407,No
11,1,1,22,7,0,79,0,0,0,0,0,0,0,0,1,1,,Canada,7,8,8,12,0,1246.752,No
6,0,0,2,10,5,5,1,1,0,0,0,0,0,27,,,4,,7,8,8,6,0,623.376,No
3,0,0,29,0,0,0,0,0,0,0,0,0,0,79,,,,France,62,8,8,3,0,104.351,No
6,34,0,14,26,1,0,0,0,0,2,6,0,0,0,,,81,Belgium,34,3,5,4,0,1459.25,Yes
7,0,0,10,15,0,0,0,0,0,4,0,0,0,2,,1,,Philippines,20,7,8,7,0,311.688,No
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,Oregon,36,8,9,6,0,623.363,No
1,0,0,5,8,0,0,1,0,0,0,0,0,0,2,,,,Florida,91,4,2,1,0,25.974,Yes
7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,30,8,9,7,0,715.104,No
14,1,0,36,270,0,20,0,0,4,28,1,0,0,1,,,6,Australia,124,8,13,14,0,1779.479,No
6,0,0,4,70,0,0,0,0,1,0,0,0,0,3,,,,Albania,212,8,11,6,0,313.001,Yes
4,0,0,11,1,3,0,0,0,24,0,0,0,12,23,1,1,56,United Kingdom,40,1,9,4,0,403.481,No
2,0,0,28,1,0,0,0,0,0,0,0,0,0,0,1,1,,Louisiana,0,4,5,2,0,129.87,Yes
4,0,0,10,10,0,2,0,0,0,8,0,0,6,6,,,,California,195,8,11,4,0,327.795,No
5,0,0,15,1,0,0,1,0,8,5,1,0,0,12,,,,Spain,227,7,10,5,0,371.124,No
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,United Kingdom,0,0,1,1,0,12.987,Yes
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,United Kingdom,0,4,5,3,0,194.805,Yes
5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Vietnam,27,1,1,1,4,23.335,Yes
11,3,1,52,37,0,50,0,1,0,0,2,0,0,0,1,1,,Portugal,22,0,10,13,0,1337.557,No
1,0,0,4,4,0,0,1,0,0,0,0,0,0,13,1,1,,Alabama,169,6,2,1,0,25.974,Yes
7,0,0,13,5,0,78,0,0,0,0,0,0,0,0,,,,Albania,65,4,5,5,0,227.175,Yes
1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,,,4,Brazil,1,0,1,1,0,12.987,Yes
1,0,0,24,8,0,25,0,0,12,0,0,0,0,0,,,,Illinois,0,8,8,1,0,103.896,No
3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,1,,Belgium,1,5,9,3,0,236.093,No
21,0,1,63,93,2,153,1,30,0,5,4,0,0,93,2,2,14,France,94,3,12,25,0,1861.847,No
4,0,0,26,7,1,0,1,0,46,5,2,0,0,2,,2,,Canada,14,8,8,5,0,519.48,No
1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,,,California,87,3,1,1,0,12.987,Yes
10,0,0,26,3,1,0,0,0,0,0,0,0,0,0,,,,Belgium,253,8,9,10,0,524.407,Yes
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,2,0,3,8,0,207.701,Yes
10,0,0,3,0,0,0,0,0,0,0,3,0,0,4,,2,,Australia,29,1,8,11,0,510.965,Yes
3,1,0,9,10,1,0,0,0,0,0,2,0,0,0,,,6,Czechia,77,2,1,3,0,38.961,Yes
1,0,0,4,0,1,0,0,0,0,0,0,1,0,2,1,1,,Pakistan,0,0,1,1,0,12.987,Yes
1,0,0,3,10,0,0,0,0,0,0,0,0,0,0,,,,Illinois,147,5,2,1,0,12.987,Yes
8,1,0,14,0,0,0,0,0,0,0,0,0,9,0,,,,Canada,97,3,14,8,0,587.73,No
17,0,0,2,87,0,188,0,0,3,54,3,0,0,1,,1,,British Virgin Islands,46,1,10,17,0,1519.362,No
4,0,0,4,22,0,0,0,0,2,0,0,0,0,0,,,,Louisiana,178,8,9,4,0,307.749,No
7,6,0,61,125,0,117,0,0,0,2,0,0,0,0,,,,,190,6,8,9,0,397.371,Yes
114,17,0,132,119,2,114,0,6,0,35,3,0,0,206,,,8,Australia,172,5,11,116,0,9989.018,No
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Louisiana,30,1,2,1,0,19.474,Yes
4,0,0,10,0,1,0,0,0,0,0,0,0,0,0,,1,,Illinois,30,8,9,4,0,415.558,No
13,5,0,42,54,0,0,0,0,0,0,0,0,0,0,,,,Indonesia,218,8,9,14,0,1297.062,No
1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,,,,Connecticut,0,3,4,1,0,51.948,Yes
9,1,2,38,0,0,0,1,0,0,0,0,0,0,0,1,,,Virginia,39,1,2,11,0,142.818,Yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,,,6,8,8,2,0,207.792,No
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,5,0,9,1,0,103.896,No
1,0,0,13,0,0,0,0,0,98,0,0,0,2,0,,,,Canada,0,7,8,1,0,103.896,No
2,8,0,19,0,0,0,1,0,2,0,0,0,0,8,1,1,,India,163,5,3,6,0,127.14,Yes
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,,Florida,21,9,7,3,0,272.727,No
1,0,0,14,4,0,0,0,0,16,0,0,0,0,0,,1,,Florida,92,7,5,1,0,64.935,No
1,1,0,1,25,0,0,0,0,3,6,0,0,0,4,1,1,,California,1,0,7,2,0,155.623,Yes
1,0,0,5,0,1,0,1,0,66,0,0,0,7,0,,1,,Bangladesh,8,4,9,1,0,88.062,No
2,0,0,26,2,0,0,1,0,4,1,0,0,0,55,1,1,,Brazil,20,4,4,2,0,103.896,Yes
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,,Georgia,23,5,5,3,0,194.805,Yes
4,1,0,2,13,0,2,1,0,3,1,0,0,0,0,,1,,California,39,1,4,3,0,116.883,Yes
3,0,0,17,0,0,0,1,0,0,0,0,0,20,0,1,1,,New Jersey,221,8,1,3,0,38.961,No
1,0,0,21,0,0,0,0,0,2,0,0,0,0,2,,2,,California,70,6,2,1,0,25.974,No
2,0,0,163,0,0,0,0,0,0,0,0,0,1,0,,1,,United Kingdom,1,8,8,2,0,207.792,No
0,0,0,2,11,0,0,1,0,0,0,0,0,0,0,,,,Bulgaria,31,1,1,1,0,12.987,Yes
1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,,,California,0,0,1,1,0,12.987,Yes
1,0,0,40,4,0,0,1,0,0,0,0,0,0,6,3,2,,Australia,11,1,2,1,0,25.974,Yes
2,0,0,12,2,0,0,0,0,10,3,0,0,2,0,1,1,,South Africa,30,3,5,1,1,62.296,Yes
1,0,0,6,7,0,0,1,3,16,0,0,0,10,0,1,,3,France,7,1,2,1,0,25.974,Yes
1,0,1,2,0,0,0,0,0,9,2,1,0,0,10,1,1,,Portugal,194,6,4,2,0,96.096,Yes
18,13,0,6,135,0,0,0,13,0,10,4,0,0,0,1,1,,Austria,238,8,10,18,0,1171.664,No
2,0,1,1,2,0,0,0,0,11,0,0,0,0,0,,,,California,0,8,8,3,0,311.688,No
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,California,41,4,4,1,0,51.948,Yes
1,0,0,38,58,1,9,0,3,0,0,0,0,0,0,1,,,Belgium,88,8,5,1,0,64.935,No
13,0,0,178,17,1,30,0,0,1,0,1,0,0,6,2,2,2,Illinois,174,6,8,13,0,714.506,Yes
2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,,,,Philippines,10,0,1,2,0,25.974,Yes
1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,,Nevada,0,1,2,2,0,51.948,Yes
24,1,0,123,16,0,90,0,1,257,2,0,0,3,0,,,,California,202,7,22,24,0,1345.981,No
32,1,1,171,100,10,147,0,1,0,2,0,0,0,77,2,2,12,Bosnia & Herzegovina,20,1,20,33,0,2925.221,No
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,California,13,4,5,6,0,389.61,Yes
1,0,0,20,11,0,0,0,0,2,0,0,0,0,0,,,,Canada,36,6,8,1,0,90.909,No
2,0,1,36,1,0,0,0,0,2,0,1,0,0,15,1,1,,Australia,20,1,1,5,0,64.935,Yes
14,0,0,25,82,0,169,0,0,0,0,0,0,0,18,,,,Indonesia,240,8,13,14,0,980.941,No
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,China,72,3,4,2,0,77.922,Yes
3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,,Arkansas,1,0,1,5,0,64.935,Yes
1,0,0,27,6,0,3,0,0,48,0,0,0,27,8,,,5,California,0,8,8,1,0,103.896,No
1,0,0,17,9,0,0,0,0,0,0,0,0,0,0,,,,Switzerland,200,7,2,1,0,12.987,No
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Germany,0,1,2,5,0,129.87,Yes
2,0,0,35,0,1,0,1,0,0,0,1,0,0,3,2,2,,Netherlands,7,8,8,2,0,207.792,No
14,0,0,163,8,0,19,0,0,0,0,0,0,0,417,,,,Austria,243,8,19,14,0,550.173,Yes
2,0,0,39,19,0,29,0,0,0,0,0,0,0,82,,,,Canada,186,6,10,2,0,266.994,Yes
1,0,0,16,24,0,2,0,0,0,0,0,0,0,0,,,,Alabama,186,6,1,1,0,12.987,Yes
1,0,0,19,4,0,0,0,0,30,0,0,0,6,0,,,,Tennessee,98,8,9,1,0,93.886,No
6,0,0,15,1,0,432,0,0,0,0,0,0,2,67,,,,Germany,246,8,10,6,0,470.925,No
1,0,0,6,41,0,0,0,0,5,0,0,0,0,7,,,2,Sweden,38,8,7,1,0,90.909,No
1,0,0,16,0,0,0,0,0,4,3,0,0,0,0,2,2,24,Kansas,0,0,1,1,0,12.987,Yes
1,0,0,5,0,0,0,1,0,20,0,0,0,0,2,,,,Florida,6,3,2,1,0,25.974,Yes
1,0,0,1,0,0,0,0,0,7,0,0,0,0,1,,,,Illinois,3,8,8,1,0,103.896,No
9,0,0,55,74,4,77,1,10,2,0,0,0,70,113,,2,,France,7,8,8,9,0,935.064,No
6,0,0,99,0,1,0,1,0,0,16,0,0,0,0,4,3,,California,13,8,7,6,0,545.454,No
4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado,53,2,3,4,0,103.896,Yes
2,0,0,12,0,0,0,0,0,4,0,0,0,0,0,,,,Illinois,73,5,4,2,0,103.896,Yes
3,8,0,10,39,7,12,1,0,0,0,0,0,0,7,2,1,,Belgium,125,4,14,3,0,585.494,No
6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,1,1,,Ireland,0,0,1,2,5,38.909,Yes
1,0,0,49,11,1,0,0,0,10,2,0,0,4,4,,3,,,212,7,11,1,0,177.463,Yes
5,3,0,15,6,0,0,0,0,0,4,0,0,0,0,1,1,,Florida,204,7,2,6,0,73.45,No
2,0,0,37,2,0,0,0,0,0,0,0,0,0,8,,,,Australia,30,7,9,2,0,207.012,No
2,3,0,11,57,0,0,0,0,0,0,0,0,0,0,,,,Australia,50,2,9,4,0,305.058,No
9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,188,8,10,10,0,775.983,No
1,0,0,3,0,0,0,0,0,101,1,0,0,8,0,,,,California,31,8,9,1,0,102.193,No
11,0,0,12,6,2,0,0,0,0,0,3,0,0,0,,1,1,Philippines,0,0,1,11,0,142.857,Yes
4,1,0,3,8,0,0,0,0,0,0,0,0,0,0,,1,,Portugal,28,1,9,4,0,403.481,No
17,0,0,33,13,1,16,1,0,2,2,1,0,0,13,,2,12,Estonia,102,3,11,17,0,1347.333,No
4,0,0,42,0,0,0,0,0,0,0,0,0,0,1,,,,Florida,138,8,5,4,0,207.792,No
1,0,0,1,2,0,0,0,0,6,0,0,0,15,0,,,,California,140,7,6,1,0,58.76,No
6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,,Pakistan,1,0,3,6,0,155.818,Yes
16,0,0,21,52,0,1,1,0,10,0,0,1,0,23,1,1,,Canada,233,8,9,16,0,826.072,No
0,0,0,28,0,0,0,0,0,16,0,0,0,0,0,,,,New Jersey,1,3,4,1,0,51.948,Yes
1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,,Illinois,84,3,2,1,0,12.974,Yes
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,United Kingdom,0,4,5,1,0,64.935,Yes
5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,,,,Sweden,175,8,2,5,0,129.87,No
41,0,0,7,21,1,346,0,2,3,0,5,1,36,21,,,2,Arkansas,153,7,17,41,0,1967.316,No
4,0,1,0,0,0,10,1,0,0,0,0,0,0,0,2,2,,Florida,10,1,1,5,0,0,Yes
8,0,0,6,16,0,0,0,0,0,3,0,0,0,11,,1,2,California,12,1,1,1,7,31.096,Yes
1,0,0,9,35,1,0,1,0,3,0,0,0,0,12,,,6,Switzerland,6,8,7,1,0,90.909,No
2,2,0,6,0,2,0,0,0,0,0,0,0,0,0,,1,,Canada,0,0,6,3,0,152.477,Yes
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,California,0,0,1,2,0,25.974,Yes
4,0,0,35,114,0,113,0,1,161,5,0,0,19,29,,,,Connecticut,181,8,9,4,0,341.445,No
3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,,Canada,122,4,7,3,0,151.177,Yes
